,Year,Month,State,City/County,Killed,Injured,Total
2512,2015,June,Massachusetts,Taunton,1,3,4
2513,2015,June,Michigan,Detroit,0,4,4
2514,2015,June,New York,New York (Manhattan),0,4,4
2515,2015,June,Pennsylvania,Philadelphia,0,7,7
2516,2015,June,Pennsylvania,Pittsburgh (Wilkinsburg),0,4,4
2517,2015,June,Kentucky,Lexington,1,4,5
2518,2015,June,Pennsylvania,Philadelphia,0,10,10
2519,2015,June,North Carolina,Morven,0,4,4
2520,2015,June,Michigan,Detroit,1,11,12
2521,2015,June,Rhode Island,Woonsocket,0,4,4
2522,2015,June,South Carolina,Charleston,9,0,9
2523,2015,June,Florida,Miami Gardens,0,4,4
2524,2015,June,New York,Brooklyn,0,4,4
2525,2015,June,New Jersey,Camden,1,3,4
2526,2015,June,Oklahoma,Tulsa,0,4,4
2527,2015,June,Missouri,Saint Louis,0,4,4
2528,2015,June,Georgia,Fayetteville,1,4,5
2529,2015,June,Oklahoma,Oklahoma City,0,4,4
2530,2015,June,Georgia,Milledgeville,1,3,4
2531,2015,June,New York,Bronx,0,5,5
2532,2015,June,Ohio,Columbus,4,1,5
2533,2015,June,Florida,Allapattah,0,4,4
2534,2015,June,Connecticut,Bridgeport,1,8,9
2535,2015,June,Texas,Houston,1,3,4
2536,2015,June,California,Los Angeles,1,3,4
2537,2015,June,Missouri,Saint Louis,1,3,4
2538,2015,June,Montana,Deer Lodge,5,0,5
2539,2015,June,New York,Buffalo,1,4,5
2540,2015,June,Illinois,Chicago,0,5,5
2541,2015,June,Iowa,Davenport,0,5,5
2542,2015,June,Louisiana,New Orleans,1,3,4
2543,2015,June,New York,Wyandanch,3,1,4
2544,2015,May,Georgia,Conyers,3,2,5
2545,2015,May,Ohio,Cleveland,3,1,4
2546,2015,May,Maryland,Springdale,1,3,4
2547,2015,May,Connecticut,New Haven,0,5,5
2548,2015,May,California,San Diego,0,4,4
2549,2015,May,Nebraska,Omaha,0,4,4
2550,2015,May,Illinois,Chicago,0,5,5
2551,2015,May,Pennsylvania,Chester,1,3,4
2552,2015,May,Louisiana,New Orleans,2,2,4
2553,2015,May,Illinois,Decatur,1,4,5
2554,2015,May,Massachusetts,Brockton,0,5,5
2555,2015,May,Michigan,Flint,0,7,7
2556,2015,May,Alabama,Montgomery,1,3,4
2557,2015,May,Missouri,Saint Louis,0,4,4
2558,2015,May,California,Fresno,2,2,4
2559,2015,May,Maryland,Baltimore,1,3,4
2560,2015,May,Missouri,Kinloch,0,4,4
2561,2015,May,Florida,Miami,1,4,5
2562,2015,May,Texas,Waco,9,18,27
2563,2015,May,Wisconsin,Milwaukee,0,5,5
2564,2015,May,New York,Rochester,0,4,4
2565,2015,May,Maryland,Baltimore,0,5,5
2566,2015,May,Arizona,Tucson,5,0,5
2567,2015,May,Maryland,Capitol Heights,1,4,5
2568,2015,May,Ohio,Cleveland,1,4,5
2569,2015,May,New Jersey,Jersey City,0,4,4
2570,2015,May,New Jersey,Newark,1,3,4
2571,2015,May,Ohio,Cincinnati,0,4,4
2572,2015,May,Michigan,Detroit,0,4,4
2573,2015,May,New York,Buffalo,1,3,4
2574,2015,May,Indiana,South Bend,0,4,4
2575,2015,May,New York,Bronx,0,4,4
2576,2015,May,Ohio,Dayton,1,6,7
2577,2015,May,Texas,Houston,0,6,6
2578,2015,May,Wisconsin,Menasha,4,1,5
2579,2015,May,Wisconsin,Milwaukee,2,3,5
2580,2015,April,New York,Brooklyn,2,4,6
2581,2015,April,Arizona,Gila Bend,2,2,4
2582,2015,April,New Jersey,Trenton,0,4,4
2583,2015,April,New York,Gates,1,6,7
2584,2015,April,Texas,Killeen,2,3,5
2585,2015,April,Virginia,Richmond,0,4,4
2586,2015,April,Alabama,Montgomery,0,5,5
2587,2015,April,Pennsylvania,Williamsport,0,5,5
2588,2015,April,North Carolina,Lumberton,1,3,4
2589,2015,April,North Carolina,Charlotte,0,4,4
2590,2015,April,New Jersey,Paterson,1,3,4
2591,2015,April,Arizona,Phoenix,5,0,5
2592,2015,April,Georgia,Rome,1,3,4
2593,2015,April,Pennsylvania,Pittsburgh,1,3,4
2594,2015,April,Kentucky,Louisville,1,4,5
2595,2015,April,Indiana,Indianapolis,0,5,5
2596,2015,April,Michigan,Benton Harbor,0,4,4
2597,2015,April,Florida,Daytona Beach,0,4,4
2598,2015,April,Maryland,Baltimore,0,5,5
2599,2015,March,Florida,Panama City Beach,0,7,7
2600,2015,March,Texas,Amarillo,0,4,4
2601,2015,March,Indiana,Indianapolis,4,0,4
2602,2015,March,Tennessee,Clarksville,1,4,5
2603,2015,March,New Mexico,Albuquerque,1,6,7
2604,2015,March,Florida,Tampa,0,4,4
2605,2015,March,Oklahoma,Oklahoma City,0,4,4
2606,2015,March,Texas,Lancaster,1,5,6
2607,2015,March,New Jersey,Newark,1,3,4
2608,2015,March,Arizona,Mesa,1,5,6
2609,2015,March,California,Stockton,3,4,7
2610,2015,March,California,Compton,0,4,4
2611,2015,March,Georgia,Atlanta,0,5,5
2612,2015,March,California,Coachella,0,4,4
2613,2015,March,Mississippi,Brookhaven,2,3,5
2614,2015,March,Georgia,Columbus,0,5,5
2615,2015,March,Illinois,Chicago,1,3,4
2616,2015,March,South Carolina,Seneca,1,3,4
2617,2015,March,Missouri,Saint Louis,0,4,4
2618,2015,March,California,San Bernardino,3,4,7
2619,2015,March,Florida,Orlando,0,4,4
2620,2015,March,Michigan,Detroit,1,5,6
2621,2015,February,Maryland,Baltimore,1,3,4
2622,2015,February,Missouri,Tyrone,8,1,9
2623,2015,February,Texas,Houston,3,1,4
2624,2015,February,Florida,Daytona Beach,0,4,4
2625,2015,February,Texas,Killeen,4,1,5
2626,2015,February,South Carolina,Charleston,0,4,4
2627,2015,February,Georgia,Clarkesville,3,2,5
2628,2015,February,California,Sacramento,0,4,4
2629,2015,February,Arkansas,Little Rock,1,3,4
2630,2015,February,California,Long Beach,0,5,5
2631,2015,February,Florida,New Port Richey,3,1,4
2632,2015,February,Tennessee,Friendship,0,6,6
2633,2015,February,Georgia,Douglasville,5,2,7
2634,2015,February,Oklahoma,Tulsa,1,4,5
2635,2015,February,Ohio,Beachwood (Warrensville Heights),3,3,6
2636,2015,February,New York,Syracuse,0,6,6
2637,2015,February,New York,New York (Manhattan),1,4,5
2638,2015,January,Georgia,Lagrange,4,0,4
2639,2015,January,Georgia,Ellenwood,1,3,4
2640,2015,January,California,Stockton,1,3,4
2641,2015,January,New York,Arverne (Queens),4,1,5
2642,2015,January,Nebraska,Omaha,3,5,8
2643,2015,January,Massachusetts,Boston,0,6,6
2644,2015,January,Tennessee,Clarksville,1,3,4
2645,2015,January,Texas,San Antonio,2,5,7
2646,2015,January,Illinois,Rockford,2,2,4
2647,2015,January,Virginia,Portsmouth,0,5,5
2648,2015,January,North Carolina,Hope Mills,2,5,7
2649,2015,January,Florida,Lakeland,1,3,4
2650,2015,January,California,San Jose,0,5,5
2651,2015,January,Kansas,Wichita,2,2,4
2652,2015,January,California,San Francisco,4,0,4
2653,2015,January,Massachusetts,Boston,1,3,4
2654,2015,January,Tennessee,Chattanooga,1,3,4
2655,2015,January,Florida,Miami,1,3,4
2656,2015,January,Virginia,Roanoke,2,4,6
2657,2015,January,Texas,Dallas,3,1,4
2658,2015,January,Georgia,Savannah,1,4,5
2659,2015,January,Tennessee,Memphis,0,5,5
2660,2014,December,Louisiana,New Orleans,0,4,4
2661,2014,December,California,Los Angeles,1,3,4
2662,2014,December,California,Sacramento,0,4,4
2663,2014,December,Illinois,East St. Louis,1,3,4
2664,2014,December,Missouri,Saint Louis,1,3,4
2665,2014,December,Kentucky,Winchester,1,3,4
2666,2014,December,Michigan,Detroit,1,3,4
2667,2014,December,New York,Webster,4,2,6
2668,2014,December,Illinois,Chicago,0,5,5
2669,2014,December,Florida,Sarasota,2,2,4
2670,2014,December,Mississippi,Waynesboro,1,4,5
2671,2014,December,Illinois,Calumet City,1,8,9
2672,2014,December,Illinois,Rockford,4,0,4
2673,2014,December,New Jersey,Elizabeth,0,4,4
2674,2014,December,Pennsylvania,Lansdale,7,0,7
2675,2014,December,Florida,Miami,1,4,5
2676,2014,December,Florida,Tampa,0,5,5
2677,2014,December,Oregon,Portland,0,4,4
2678,2014,December,Indiana,South Bend,0,4,4
2679,2014,December,Missouri,Saint Louis,1,5,6
2680,2014,December,Virginia,Newport News,0,5,5
2681,2014,November,New York,Brooklyn,0,4,4
2682,2014,November,Tennessee,Chattanooga,0,5,5
2683,2014,November,New Jersey,Newark,1,3,4
2684,2014,November,Georgia,Atlanta,3,2,5
2685,2014,November,Tennessee,Memphis,0,4,4
2686,2014,November,Texas,Georgetown,2,3,5
2687,2014,November,California,San Francisco,0,6,6
2688,2014,November,Virginia,Parksley,0,4,4
2689,2014,November,Colorado,Denver,1,4,5
2690,2014,November,Ohio,Cleveland,4,1,5
2691,2014,November,South Dakota,Sisseton,4,1,5
2692,2014,November,Ohio,Springfield,1,3,4
2693,2014,November,Pennsylvania,Pittsburgh,0,6,6
2694,2014,November,Illinois,Chicago,1,3,4
2695,2014,November,Nevada,North Las Vegas,0,4,4
2696,2014,November,Ohio,Akron,1,4,5
2697,2014,November,Texas,El Paso,0,6,6
2698,2014,November,Missouri,Springfield,4,0,4
2699,2014,November,Florida,Miami,1,3,4
2700,2014,November,California,Pomona,0,5,5
2701,2014,November,California,Compton,0,4,4
2702,2014,November,California,Los Angeles,0,4,4
2703,2014,November,California,San Francisco,0,4,4
2704,2014,October,Tennessee,Memphis,0,5,5
2705,2014,October,Kentucky,Cadiz,4,0,4
2706,2014,October,Washington,Marysville,5,1,6
2707,2014,October,New York,Queens,0,4,4
2708,2014,October,South Carolina,Graniteville,1,3,4
2709,2014,October,New York,Brooklyn,0,4,4
2710,2014,October,Michigan,Detroit,1,3,4
2711,2014,October,Georgia,Peachtree Corners,3,2,5
2712,2014,October,Georgia,Atlanta,0,4,4
2713,2014,October,California,Stockton,3,1,4
2714,2014,October,Georgia,Atlanta,1,3,4
2715,2014,October,New York,Utica,0,5,5
2716,2014,October,Georgia,Atlanta,0,4,4
2717,2014,October,New York,Guilderland,4,0,4
2718,2014,October,Florida,Jacksonville,3,1,4
2719,2014,October,Michigan,Detroit,1,5,6
2720,2014,October,Tennessee,Memphis,2,2,4
2721,2014,October,California,Pomona,0,4,4
2722,2014,September,South Carolina,Walterboro,1,7,8
2723,2014,September,California,Fresno,0,4,4
2724,2014,September,Pennsylvania,Philadelphia,0,4,4
2725,2014,September,Florida,Miami,0,15,15
2726,2014,September,Missouri,Saint Louis,0,5,5
2727,2014,September,South Carolina,Florence,1,4,5
2728,2014,September,Ohio,East Liverpool,0,4,4
2729,2014,September,Mississippi,Batesville,2,2,4
2730,2014,September,New York,Queens,0,4,4
2731,2014,September,Florida,Bell,8,0,8
2732,2014,September,Louisiana,New Orleans,0,5,5
2733,2014,September,Texas,Flour Bluff,3,1,4
2734,2014,September,Alaska,Anchorage,0,6,6
2735,2014,September,Michigan,Detroit,1,7,8
2736,2014,September,Florida,Orlando,0,4,4
2737,2014,September,Georgia,Macon,0,5,5
2738,2014,September,Michigan,Flint,0,5,5
2739,2014,September,California,Los Angeles,0,6,6
2740,2014,September,California,Highland,0,5,5
2741,2014,September,Mississippi,Jackson,2,3,5
2742,2014,August,California,Livermore,0,5,5
2743,2014,August,Florida,Brooksville,3,1,4
2744,2014,August,Michigan,Detroit,1,3,4
2745,2014,August,Illinois,Chicago,1,3,4
2746,2014,August,Georgia,Augusta,1,3,4
2747,2014,August,California,San Fernando,3,4,7
2748,2014,August,Tennessee,Memphis,0,5,5
2749,2014,August,Louisiana,Saint Martinville,0,4,4
2750,2014,August,New York,Queens,0,4,4
2751,2014,August,Massachusetts,Boston,0,4,4
2752,2014,August,California,East Palo Alto,1,3,4
2753,2014,August,Nevada,Las Vegas,0,4,4
2754,2014,August,New Jersey,Plainfield,1,3,4
2755,2014,August,Utah,Salt Lake City,0,6,6
2756,2014,August,Tennessee,Memphis,1,3,4
2757,2014,August,Tennessee,Clarksville,0,4,4
2758,2014,August,Louisiana,New Orleans,0,4,4
2759,2014,August,New York,Buffalo,1,3,4
2760,2014,August,Georgia,Cartersville,2,3,5
2761,2014,August,Louisiana,New Orleans,2,5,7
2762,2014,August,District of Columbia,Washington,0,6,6
2763,2014,August,Georgia,Wrightsville,0,6,6
2764,2014,August,California,Moreno Valley,0,7,7
2765,2014,August,Minnesota,Minneapolis,1,8,9
2766,2014,August,District of Columbia,Washington,0,4,4
2767,2014,August,Wisconsin,Milwaukee,0,4,4
2768,2014,August,New Mexico,Albuquerque,1,3,4
2769,2014,August,California,Bakersfield,3,1,4
2770,2014,August,Georgia,Atlanta,0,5,5
2771,2014,August,Virginia,Culpeper,5,0,5
2772,2014,August,Texas,Humble,0,7,7
2773,2014,August,Missouri,Saint Louis,0,5,5
2774,2014,August,Tennessee,Columbia,0,5,5
2775,2014,August,Texas,Dallas,3,1,4
2776,2014,August,Massachusetts,New Bedford,0,7,7
2777,2014,August,Pennsylvania,Pittsburgh,1,5,6
2778,2014,August,Pennsylvania,Philadelphia,1,3,4
2779,2014,July,North Carolina,Hope Mills,3,4,7
2780,2014,July,Pennsylvania,Philadelphia,1,4,5
2781,2014,July,Missouri,Saint Louis,0,5,5
2782,2014,July,Arkansas,Pine Bluff,1,3,4
2783,2014,July,Maine,Saco,5,0,5
2784,2014,July,Georgia,Sylvester,0,8,8
2785,2014,July,Illinois,Chicago,1,6,7
2786,2014,July,Pennsylvania,Braddock,0,4,4
2787,2014,July,New Jersey,Irvington,0,6,6
2788,2014,July,Tennessee,Memphis,0,4,4
2789,2014,July,Illinois,East Saint Louis,1,3,4
2790,2014,July,Nevada,Las Vegas,1,3,4
2791,2014,July,Illinois,Chicago,0,4,4
2792,2014,July,California,Sacramento,1,4,5
2793,2014,July,District of Columbia,Washington,0,4,4
2794,2014,July,Washington,Skyway,0,5,5
2795,2014,July,Connecticut,Stamford,0,5,5
2796,2014,July,California,Pasadena,3,2,5
2797,2014,July,Illinois,Chicago,1,3,4
2798,2014,July,Texas,Spring,6,1,7
2799,2014,July,Rhode Island,Providence,0,5,5
2800,2014,July,Kentucky,Stopover,0,4,4
2801,2014,July,California,San Bernardino,1,4,5
2802,2014,July,Florida,Miami,2,2,4
2803,2014,July,Missouri,Saint Louis,0,4,4
2804,2014,July,New York,Buffalo,0,4,4
2805,2014,July,Texas,Houston,0,6,6
2806,2014,July,Virginia,Norfolk,0,7,7
2807,2014,July,Oregon,Portland,1,4,5
2808,2014,July,Indiana,Indianapolis,0,7,7
2809,2014,July,Illinois,Centreville,0,5,5
2810,2014,July,Virginia,Norfolk,0,5,5
2811,2014,July,Pennsylvania,Chester,0,5,5
2812,2014,June,Kentucky,Lexington,1,3,4
2813,2014,June,Louisiana,New Orleans,1,9,10
2814,2014,June,Missouri,Saint Louis,0,4,4
2815,2014,June,California,Los Angeles,1,5,6
2816,2014,June,California,Antioch,0,7,7
2817,2014,June,New York,Manhattan,0,4,4
2818,2014,June,California,San Diego,1,3,4
2819,2014,June,Wisconsin,Milwaukee,0,5,5
2820,2014,June,Michigan,Detroit,2,2,4
2821,2014,June,Massachusetts,Lowell,0,5,5
2822,2014,June,Florida,Miami,2,7,9
2823,2014,June,California,Windsor,1,3,4
2824,2014,June,Tennessee,Memphis,0,5,5
2825,2014,June,District of Columbia,Washington,0,4,4
2826,2014,June,Maryland,Seat Pleasant,0,4,4
2827,2014,June,Indiana,Kokomo,0,4,4
2828,2014,June,Illinois,Park Forest,0,4,4
2829,2014,June,California,Los Angeles,3,1,4
2830,2014,June,New Jersey,Paterson,0,6,6
2831,2014,June,Florida,Fort Myers,5,0,5
2832,2014,June,Alabama,Opp,1,4,5
2833,2014,June,South Carolina,Moncks Corner,1,5,6
2834,2014,June,Michigan,Oak Park,1,3,4
2835,2014,June,Illinois,Chicago,1,3,4
2836,2014,June,Georgia,Atlanta,1,4,5
2837,2014,June,Illinois,Chicago,0,7,7
2838,2014,June,Illinois,Chicago,1,5,6
2839,2014,June,California,Sacramento,0,4,4
2840,2014,May,California,San Bernardino,1,3,4
2841,2014,May,Ohio,Toledo,1,3,4
2842,2014,May,Michigan,Detroit,0,4,4
2843,2014,May,South Carolina,Myrtle Beach,3,1,4
2844,2014,May,Louisiana,New Orleans,1,7,8
2845,2014,May,California,Goleta,4,7,11
2846,2014,May,California,Bellflower,2,2,4
2847,2014,May,Texas,Dallas,1,3,4
2848,2014,May,Ohio,Sandusky,0,7,7
2849,2014,May,California,Coachella,1,3,4
2850,2014,May,District of Columbia,Washington,0,5,5
2851,2014,May,Georgia,Atlanta,0,5,5
2852,2014,May,Illinois,Chicago,0,4,4
2853,2014,May,Tennessee,Memphis,0,7,7
2854,2014,May,California,Sacramento,1,6,7
2855,2014,May,Georgia,Stone Mountain,1,3,4
2856,2014,May,Georgia,Decatur,2,3,5
2857,2014,May,Illinois,Chicago,1,3,4
2858,2014,May,Colorado,Wheat Ridge,0,4,4
2859,2014,May,Arkansas,Jonesboro,4,4,8
2860,2014,April,Illinois,Chicago,0,4,4
2861,2014,April,Georgia,Kennesaw,1,6,7
2862,2014,April,New York,Troy,0,5,5
2863,2014,April,Tennessee,Memphis,2,3,5
2864,2014,April,California,Los Angeles,1,3,4
2865,2014,April,Illinois,Montgomery,0,6,6
2866,2014,April,Florida,Tampa,2,2,4
2867,2014,April,Illinois,Chicago,0,5,5
2868,2014,April,District of Columbia,Washington,0,4,4
2869,2014,April,Louisiana,New Orleans,1,3,4
2870,2014,April,Indiana,Richmond,0,4,4
2871,2014,April,Illinois,Rockford,0,5,5
2872,2014,April,Tennessee,Lookout Valley,3,1,4
2873,2014,April,Louisiana,New Orleans,0,4,4
2874,2014,April,Massachusetts,Springfield,0,4,4
2875,2014,April,Oklahoma,Oklahoma City,0,4,4
2876,2014,April,Illinois,Chicago,1,5,6
2877,2014,April,Arizona,Phoenix,1,3,4
2878,2014,April,California,Fairfield,0,4,4
2879,2014,April,Texas,Fort Hood,4,16,20
2880,2014,March,North Carolina,Charlotte,0,5,5
2881,2014,March,Mississippi,Starkville,0,5,5
2882,2014,March,Texas,Arlington,1,3,4
2883,2014,March,California,San Francisco,0,7,7
2884,2014,March,California,Long Beach,1,3,4
2885,2014,March,South Carolina,North Charleston,0,4,4
2886,2014,March,Texas,Beaumont,3,1,4
2887,2014,March,Georgia,Waynesboro,0,4,4
2888,2014,March,New York,Brooklyn,0,4,4
2889,2014,March,Ohio,Fremont,3,1,4
2890,2014,March,Texas,Austin,0,6,6
2891,2014,March,California,Richmond,1,3,4
2892,2014,March,Illinois,Chicago,0,6,6
2893,2014,March,South Carolina,Pelzer,3,1,4
2894,2014,March,Pennsylvania,Pittsburgh,1,4,5
2895,2014,March,Michigan,Detroit,0,4,4
2896,2014,February,Virginia,Glade Spring,4,1,5
2897,2014,February,California,Wilmington,0,4,4
2898,2014,February,Indiana,Indianapolis,4,0,4
2899,2014,February,California,Alturas,4,2,6
2900,2014,February,Florida,Orlando (Pine Hills),1,6,7
2901,2014,February,Texas,Dallas,1,7,8
2902,2014,February,Indiana,Fort Wayne,0,5,5
2903,2014,February,Texas,Fort Worth,1,4,5
2904,2014,February,Florida,Jacksonville,1,4,5
2905,2014,February,Nevada,Las Vegas,0,5,5
2906,2014,February,Indiana,Gary,0,5,5
2907,2014,February,California,Stockton,1,3,4
2908,2014,February,California,Oakland,1,3,4
2909,2014,February,Florida,Miami,0,5,5
2910,2014,February,Louisiana,New Orleans,0,4,4
2911,2014,February,Illinois,Chicago,1,3,4
2912,2014,February,Indiana,Franklin,3,2,5
2913,2014,January,North Carolina,Rocky Mount,0,4,4
2914,2014,January,Washington,Seattle,1,4,5
2915,2014,January,Illinois,Chicago,1,4,5
2916,2014,January,Florida,Belle Glade,0,4,4
2917,2014,January,New Jersey,Newark,2,3,5
2918,2014,January,Virginia,Manassas,0,4,4
2919,2014,January,Oklahoma,Ardmore,2,4,6
2920,2014,January,Utah,Spanish Fork,5,0,5
2921,2014,January,California,Los Angeles,0,4,4
2922,2014,January,Michigan,Detroit,0,4,4
2923,2014,January,Illinois,Elgin,0,5,5
2924,2014,January,Louisiana,Tallulah,0,6,6
2925,2014,January,Alabama,Huntsville,0,5,5
2926,2014,January,Mississippi,Jackson,0,4,4
2927,2014,January,Pennsylvania,Erie,1,3,4
2928,2014,January,New York,Queens,1,3,4
2929,2014,January,Virginia,Norfolk,2,2,4
